year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,4,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",85.00,7.00,3.00,0.00,3.08,0.00,0.92,0.00,2.00,428.00,250.00,0.00,87.00,0.00,91.00
2023,4,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",46.00,5.00,3.63,0.61,0.76,0.00,0.00,0.00,1.00,272.00,153.00,67.00,52.00,0.00,0.00
2023,4,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",61.00,5.00,0.68,0.07,3.32,0.00,0.93,0.00,1.00,204.00,36.00,2.00,141.00,0.00,25.00
2023,4,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",211.00,29.00,9.86,1.00,4.21,0.00,13.93,1.00,0.00,1346.00,384.00,39.00,115.00,0.00,808.00
2023,4,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1391.00,141.00,42.13,5.11,29.09,0.00,64.66,0.00,2.00,12848.00,4992.00,403.00,1190.00,0.00,6263.00
2023,4,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",17.00,3.00,2.89,0.00,0.11,0.00,0.00,0.00,0.00,273.00,255.00,0.00,18.00,0.00,0.00
2023,4,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",51.00,8.00,2.91,0.00,5.09,0.00,0.00,0.00,0.00,297.00,180.00,0.00,117.00,0.00,0.00
2023,4,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",56.00,9.00,3.47,0.00,0.98,0.00,4.54,0.00,0.00,712.00,288.00,0.00,38.00,0.00,386.00
2023,4,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",60.00,4.00,1.88,0.00,1.00,0.00,1.12,0.00,0.00,359.00,124.00,0.00,81.00,0.00,154.00
2023,4,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",75.00,9.00,4.21,0.00,1.17,0.00,3.61,0.00,0.00,404.00,87.00,0.00,61.00,0.00,256.00
2023,4,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",55.00,9.00,2.03,0.00,0.00,0.00,6.97,1.00,0.00,804.00,151.00,0.00,0.00,0.00,653.00
2023,4,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",160.00,27.00,7.09,0.00,5.67,0.00,14.25,4.00,0.00,1362.00,365.00,0.00,135.00,0.00,862.00
2023,4,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",72.00,15.00,3.37,1.00,2.08,0.00,8.55,0.00,0.00,1621.00,111.00,876.00,96.00,0.00,538.00
2023,4,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",9.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,43.00,0.00,0.00,0.00,0.00
2023,4,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",16.00,3.00,0.50,0.00,1.50,0.00,1.00,0.00,0.00,120.00,9.00,0.00,32.00,0.00,79.00
2023,4,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",60.00,7.00,3.61,1.39,1.61,0.00,0.39,0.00,0.00,562.00,317.00,48.00,71.00,0.00,126.00
2023,4,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",32.00,3.00,1.06,1.00,0.00,0.00,0.94,0.00,0.00,155.00,79.00,43.00,0.00,0.00,33.00
2023,4,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",89.00,23.00,5.27,0.00,7.34,0.00,10.39,1.00,0.00,1281.00,393.00,0.00,292.00,0.00,596.00
2023,4,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",242.00,34.00,8.27,0.00,12.40,0.00,13.33,5.00,0.00,2220.00,651.00,0.00,472.00,0.00,1097.00
2023,4,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",88.00,13.00,3.23,0.75,4.54,0.00,4.48,4.00,0.00,1772.00,190.00,794.00,214.00,0.00,574.00
2023,4,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",70.00,9.00,1.96,0.00,2.01,0.00,5.02,0.00,0.00,804.00,158.00,0.00,56.00,0.00,590.00
2023,4,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",120.00,7.00,2.98,0.52,2.86,0.00,0.65,0.00,1.00,226.00,135.00,16.00,64.00,0.00,11.00
2023,4,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",132.00,24.00,10.49,1.00,4.70,0.00,7.81,0.00,0.00,1634.00,701.00,23.00,120.00,0.00,790.00
2023,4,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",219.00,37.00,10.08,0.00,12.36,0.00,14.55,5.00,0.00,1737.00,489.00,0.00,385.00,0.00,863.00
2023,4,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",237.00,32.00,11.72,0.00,6.99,0.00,13.29,2.00,0.00,1886.00,560.00,0.00,600.00,0.00,726.00
2023,4,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",109.00,26.00,4.12,0.00,11.21,0.00,10.67,1.00,0.00,1807.00,403.00,0.00,666.00,0.00,738.00
2023,4,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",32.00,3.00,0.00,0.00,2.05,0.00,0.95,0.00,0.00,122.00,0.00,0.00,101.00,0.00,21.00
2023,4,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",77.00,7.00,1.68,0.98,2.54,0.00,1.81,0.00,3.00,257.00,75.00,52.00,64.00,0.00,66.00
2023,4,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",573.00,82.00,24.03,3.47,22.50,0.00,32.00,0.00,2.00,5741.00,1036.00,277.00,1209.00,0.00,3219.00
2023,4,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",60.00,4.00,0.91,0.00,1.69,0.00,1.40,0.00,0.00,269.00,86.00,0.00,86.00,0.00,97.00
2023,4,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",51.00,4.00,0.78,1.00,0.24,0.00,1.98,0.00,1.00,170.00,23.00,18.00,7.00,0.00,122.00
2023,4,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",167.00,30.00,7.75,3.21,11.99,0.00,7.05,0.00,0.00,1686.00,480.00,219.00,648.00,0.00,339.00
2023,4,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",60.00,5.00,2.89,0.18,1.87,0.00,0.06,0.00,0.00,423.00,295.00,15.00,104.00,0.00,9.00
2023,4,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",39.00,5.00,1.75,0.00,1.00,0.00,2.25,1.00,0.00,461.00,151.00,0.00,21.00,0.00,289.00
2023,4,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",184.00,22.00,6.57,2.89,6.51,0.00,6.03,0.00,2.00,1012.00,352.00,161.00,199.00,0.00,300.00
2023,4,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1248.00,122.00,33.80,1.80,24.78,0.00,61.61,0.00,1.00,9883.00,3074.00,242.00,1460.00,0.00,5107.00
2023,4,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",60.00,1.00,0.00,0.13,0.00,0.00,0.87,0.00,0.00,31.00,0.00,4.00,0.00,0.00,27.00
2023,4,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",160.00,34.00,7.11,0.00,21.05,0.00,5.83,1.00,0.00,2440.00,912.00,0.00,720.00,0.00,808.00
2023,4,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",30.00,7.00,4.60,0.00,1.44,0.00,0.95,0.00,0.00,311.00,205.00,0.00,66.00,0.00,40.00
2023,4,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,4,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",2.00,1.00,0.10,0.00,0.16,0.00,0.75,0.00,0.00,146.00,14.00,0.00,23.00,0.00,109.00
2023,4,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",26.00,2.00,0.00,0.87,1.00,0.00,0.13,0.00,0.00,149.00,0.00,94.00,41.00,0.00,14.00
2023,4,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",63.00,7.00,3.01,0.00,0.26,0.00,3.73,2.00,0.00,589.00,73.00,0.00,8.00,0.00,508.00
2023,4,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",108.00,17.00,4.27,0.40,3.09,0.00,9.24,0.00,0.00,1308.00,369.00,17.00,169.00,0.00,753.00
2023,4,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",75.00,14.00,4.95,0.00,0.75,0.00,8.30,0.00,0.00,1188.00,394.00,0.00,70.00,0.00,724.00
2023,4,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",57.00,8.00,5.06,1.52,0.00,0.00,1.43,0.00,0.00,289.00,217.00,41.00,0.00,0.00,31.00
2023,4,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",24.00,2.00,1.81,0.00,0.19,0.00,0.00,0.00,0.00,181.00,170.00,0.00,11.00,0.00,0.00
2023,4,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",66.00,9.00,2.00,0.97,2.30,0.00,3.73,0.00,0.00,1123.00,128.00,395.00,293.00,0.00,307.00
2023,4,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,4,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",9.00,1.00,0.48,0.00,0.00,0.00,0.52,0.00,0.00,99.00,48.00,0.00,0.00,0.00,51.00
2023,4,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",139.00,20.00,6.22,0.03,4.07,0.00,9.68,0.00,0.00,1007.00,276.00,1.00,118.00,0.00,612.00
2023,4,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",276.00,50.00,13.30,0.91,21.05,0.00,14.74,2.00,0.00,3123.00,738.00,37.00,830.00,0.00,1518.00
2023,4,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",60.00,14.00,3.12,0.18,3.34,0.00,7.36,2.00,0.00,1232.00,405.00,15.00,133.00,0.00,679.00
2023,4,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",172.00,29.00,6.68,0.00,9.68,0.00,12.64,4.00,0.00,1713.00,277.00,0.00,667.00,0.00,769.00
2023,4,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1766.00,338.00,60.15,8.62,170.73,0.73,97.77,41.00,5.00,26675.00,4838.00,1136.00,13055.00,11.00,7635.00
2023,4,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",60.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,31.00,0.00,0.00,0.00,0.00
2023,4,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",59.00,8.00,2.11,0.86,2.26,0.00,2.77,0.00,0.00,516.00,100.00,113.00,118.00,0.00,185.00
2023,4,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2584.00,419.00,68.85,19.55,213.40,1.00,116.20,9.00,11.00,36033.00,7301.00,3922.00,14614.00,22.00,10174.00
2023,4,9E,Endeavor Air Inc.,LSE,"La Crosse, WI: La Crosse Regional",30.00,2.00,0.00,0.25,1.00,0.00,0.75,1.00,0.00,210.00,0.00,47.00,19.00,0.00,144.00
2023,4,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",60.00,5.00,3.64,0.11,0.63,0.00,0.63,0.00,0.00,198.00,163.00,2.00,12.00,0.00,21.00
2023,4,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",77.00,19.00,8.18,0.00,4.03,0.00,6.79,1.00,1.00,1838.00,469.00,0.00,381.00,0.00,988.00
2023,4,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,4,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",52.00,19.00,6.29,2.00,4.82,0.00,5.89,0.00,0.00,1860.00,350.00,90.00,568.00,0.00,852.00
2023,4,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",50.00,5.00,1.61,0.00,2.22,0.00,1.17,1.00,0.00,175.00,83.00,0.00,39.00,0.00,53.00
2023,4,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",18.00,3.00,0.72,0.00,1.04,0.00,1.24,0.00,0.00,280.00,23.00,0.00,38.00,0.00,219.00
2023,4,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",105.00,21.00,8.82,0.38,2.93,0.00,8.86,0.00,0.00,1113.00,542.00,26.00,75.00,0.00,470.00
2023,4,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",46.00,1.00,0.25,0.00,0.75,0.00,0.00,0.00,0.00,24.00,6.00,0.00,18.00,0.00,0.00
2023,4,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Sawyer International",30.00,4.00,1.07,1.34,0.00,0.00,1.60,0.00,0.00,316.00,89.00,89.00,0.00,0.00,138.00
2023,4,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,4,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",547.00,76.00,13.52,4.78,15.88,0.00,41.82,3.00,1.00,6718.00,1045.00,520.00,932.00,0.00,4221.00
2023,4,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",56.00,11.00,2.38,0.00,2.18,0.00,6.43,0.00,0.00,737.00,124.00,0.00,94.00,0.00,519.00
2023,4,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Will Rogers World",6.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,139.00,139.00,0.00,0.00,0.00,0.00
2023,4,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",245.00,38.00,11.24,0.00,16.89,0.00,9.87,5.00,0.00,2939.00,1337.00,0.00,730.00,0.00,872.00
2023,4,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",25.00,3.00,0.44,0.00,0.00,0.00,2.56,1.00,0.00,85.00,15.00,0.00,0.00,0.00,70.00
2023,4,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,4,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",21.00,6.00,0.81,0.00,0.01,0.00,5.18,0.00,0.00,763.00,170.00,0.00,3.00,0.00,590.00
2023,4,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",123.00,18.00,8.92,0.38,1.66,0.00,7.03,1.00,0.00,792.00,320.00,8.00,54.00,0.00,410.00
2023,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",491.00,95.00,23.96,0.31,21.56,0.00,49.17,4.00,1.00,5936.00,1065.00,14.00,1069.00,0.00,3788.00
2023,4,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",195.00,37.00,10.31,0.00,16.12,0.00,10.57,2.00,0.00,2367.00,511.00,0.00,701.00,0.00,1155.00
2023,4,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",77.00,15.00,4.50,0.59,4.47,0.00,5.44,0.00,0.00,991.00,285.00,27.00,123.00,0.00,556.00
2023,4,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",269.00,34.00,8.67,0.00,11.06,0.00,14.28,1.00,0.00,2231.00,410.00,0.00,391.00,0.00,1430.00
2023,4,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",148.00,35.00,12.23,0.00,18.43,0.00,4.34,2.00,0.00,2088.00,737.00,0.00,813.00,0.00,538.00
2023,4,9E,Endeavor Air Inc.,SCE,"State College, PA: University Park",55.00,8.00,3.75,0.00,2.32,0.00,1.93,1.00,0.00,724.00,268.00,0.00,341.00,0.00,115.00
2023,4,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",55.00,5.00,2.94,0.00,1.28,0.00,0.78,0.00,0.00,159.00,115.00,0.00,30.00,0.00,14.00
2023,4,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",39.00,10.00,6.41,0.00,1.37,0.00,2.22,0.00,0.00,542.00,370.00,0.00,77.00,0.00,95.00
2023,4,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",226.00,26.00,7.93,0.00,3.63,0.00,14.45,4.00,0.00,1802.00,315.00,0.00,223.00,0.00,1264.00
2023,4,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",83.00,3.00,1.35,0.00,1.65,0.00,0.00,0.00,0.00,425.00,383.00,0.00,42.00,0.00,0.00
2023,4,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",18.00,6.00,3.14,0.00,0.61,0.00,2.25,0.00,0.00,384.00,195.00,0.00,14.00,0.00,175.00
2023,4,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",170.00,19.00,5.09,1.46,1.17,0.00,11.28,0.00,1.00,2036.00,452.00,276.00,48.00,0.00,1260.00
2023,4,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",87.00,13.00,5.72,1.00,4.28,1.00,1.00,0.00,0.00,597.00,315.00,47.00,102.00,72.00,61.00
2023,4,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",74.00,6.00,1.98,0.20,3.30,0.00,0.52,0.00,1.00,257.00,102.00,12.00,112.00,0.00,31.00
2023,4,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",310.00,89.00,34.01,1.86,13.00,0.00,40.13,5.00,0.00,6173.00,2554.00,118.00,441.00,0.00,3060.00
2023,4,AA,American Airlines Network,AGS,"Augusta, GA: Augusta Regional at Bush Field",17.00,6.00,0.28,0.00,3.94,0.00,1.78,0.00,1.00,317.00,23.00,0.00,145.00,0.00,149.00
2023,4,AA,American Airlines Network,ALB,"Albany, NY: Albany International",56.00,14.00,6.12,1.13,0.63,0.00,6.13,0.00,0.00,2195.00,1225.00,47.00,19.00,0.00,904.00
2023,4,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",86.00,22.00,7.35,1.03,1.14,0.00,12.47,7.00,0.00,2449.00,1293.00,38.00,36.00,0.00,1082.00
2023,4,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",711.00,249.00,67.11,8.79,64.50,0.60,108.00,11.00,0.00,18636.00,5256.00,624.00,3648.00,21.00,9087.00
2023,4,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1307.00,393.00,102.16,9.70,125.14,0.06,155.94,34.00,5.00,33574.00,11920.00,1442.00,6391.00,6.00,13815.00
2023,4,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",32.00,8.00,2.37,0.28,3.02,0.00,2.33,1.00,0.00,842.00,109.00,46.00,271.00,0.00,416.00
2023,4,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",26.00,5.00,1.90,0.34,0.64,0.00,2.12,0.00,0.00,190.00,97.00,11.00,20.00,0.00,62.00
2023,4,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",228.00,65.00,19.80,3.73,15.53,0.00,25.94,2.00,0.00,5755.00,1063.00,177.00,680.00,0.00,3835.00
2023,4,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",60.00,18.00,9.12,0.61,1.49,0.00,6.78,1.00,0.00,1532.00,578.00,69.00,51.00,0.00,834.00
2023,4,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",108.00,30.00,7.37,2.55,4.61,0.00,15.46,4.00,1.00,1880.00,397.00,171.00,309.00,0.00,1003.00
2023,4,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",685.00,211.00,67.53,5.69,45.14,0.13,92.50,13.00,0.00,14649.00,4900.00,333.00,2321.00,18.00,7077.00
2023,4,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",120.00,22.00,8.00,0.54,5.21,0.00,8.25,3.00,0.00,2048.00,1331.00,21.00,174.00,0.00,522.00
2023,4,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1302.00,341.00,108.46,9.44,83.72,1.25,138.12,11.00,1.00,23328.00,6943.00,845.00,3843.00,26.00,11671.00
2023,4,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",115.00,34.00,11.09,1.48,4.20,0.00,17.23,1.00,0.00,1952.00,483.00,117.00,142.00,0.00,1210.00
2023,4,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",150.00,36.00,13.28,0.41,8.08,0.00,14.23,2.00,1.00,2678.00,1414.00,12.00,291.00,0.00,961.00
2023,4,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",291.00,79.00,28.77,2.17,18.90,0.00,29.15,8.00,1.00,4952.00,1851.00,217.00,985.00,0.00,1899.00
2023,4,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",6.00,3.00,1.57,0.00,0.83,0.00,0.60,0.00,0.00,110.00,57.00,0.00,35.00,0.00,18.00
2023,4,AA,American Airlines Network,CAE,"Columbia, SC: Columbia Metropolitan",59.00,13.00,3.38,0.00,2.13,0.00,7.49,4.00,0.00,2125.00,366.00,0.00,261.00,0.00,1498.00
2023,4,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",409.00,104.00,21.91,4.00,16.50,1.18,60.41,6.00,2.00,9821.00,3199.00,503.00,733.00,43.00,5343.00
2023,4,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",114.00,41.00,15.18,1.54,5.84,0.00,18.45,3.00,0.00,5979.00,2590.00,191.00,319.00,0.00,2879.00
2023,4,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",368.00,89.00,32.22,3.42,9.13,0.12,44.11,4.00,0.00,6067.00,2327.00,275.00,387.00,7.00,3071.00
2023,4,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",9837.00,2299.00,536.67,78.71,625.09,5.26,1053.27,88.00,14.00,213481.00,71111.00,9554.00,26392.00,315.00,106109.00
2023,4,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",344.00,109.00,25.90,4.67,12.67,0.00,65.76,4.00,1.00,9636.00,2662.00,556.00,578.00,0.00,5840.00
2023,4,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",88.00,14.00,3.05,0.09,3.38,0.00,7.48,2.00,0.00,510.00,139.00,7.00,100.00,0.00,264.00
2023,4,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",200.00,54.00,14.84,1.03,8.11,0.00,30.02,0.00,1.00,5063.00,1644.00,89.00,392.00,0.00,2938.00
2023,4,AA,American Airlines Network,DAB,"Daytona Beach, FL: Daytona Beach International",90.00,30.00,5.82,1.18,7.35,0.00,15.65,1.00,0.00,1781.00,449.00,151.00,251.00,0.00,930.00
2023,4,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2378.00,590.00,152.69,19.01,145.01,0.65,272.64,56.00,6.00,50760.00,14840.00,3114.00,5989.00,42.00,26775.00
2023,4,AA,American Airlines Network,DEN,"Denver, CO: Denver International",679.00,189.00,50.23,6.22,53.56,0.00,78.99,10.00,1.00,12192.00,2989.00,455.00,2452.00,0.00,6296.00
2023,4,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12990.00,2937.00,771.17,181.81,739.40,8.21,1236.41,353.00,66.00,285464.00,101537.00,19482.00,38118.00,574.00,125753.00
2023,4,AA,American Airlines Network,DSM,"Des Moines, IA: Des Moines International",238.00,66.00,15.91,2.45,12.13,0.00,35.51,6.00,0.00,5668.00,1225.00,120.00,417.00,0.00,3906.00
2023,4,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",299.00,93.00,32.34,6.65,9.82,0.00,44.19,2.00,0.00,5969.00,1972.00,454.00,535.00,0.00,3008.00
2023,4,AA,American Airlines Network,ECP,"Panama City, FL: Northwest Florida Beaches International",64.00,24.00,7.86,0.72,5.12,0.30,10.01,1.00,0.00,2793.00,887.00,38.00,443.00,13.00,1412.00
2023,4,AA,American Airlines Network,EGE,"Eagle, CO: Eagle County Regional",49.00,11.00,6.03,0.00,2.53,0.00,2.43,0.00,0.00,862.00,585.00,0.00,123.00,0.00,154.00
2023,4,AA,American Airlines Network,ELP,"El Paso, TX: El Paso International",199.00,55.00,19.20,2.19,4.23,0.09,29.28,4.00,0.00,3998.00,1022.00,254.00,168.00,5.00,2549.00
2023,4,AA,American Airlines Network,EUG,"Eugene, OR: Mahlon Sweet Field",30.00,5.00,0.29,0.00,0.05,0.00,4.67,0.00,0.00,826.00,86.00,0.00,8.00,0.00,732.00
2023,4,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",660.00,255.00,68.41,8.18,100.90,0.21,77.30,9.00,2.00,18820.00,5505.00,761.00,5687.00,16.00,6851.00
2023,4,AA,American Airlines Network,EYW,"Key West, FL: Key West International",179.00,39.00,10.57,0.23,12.67,0.00,15.54,1.00,2.00,1878.00,359.00,6.00,588.00,0.00,925.00
2023,4,AA,American Airlines Network,FAT,"Fresno, CA: Fresno Yosemite International",159.00,43.00,11.66,1.24,6.71,0.00,23.39,1.00,0.00,2886.00,776.00,127.00,260.00,0.00,1723.00
2023,4,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",515.00,173.00,33.48,8.21,66.04,1.46,63.81,31.00,10.00,14669.00,3118.00,761.00,5123.00,41.00,5626.00
2023,4,AA,American Airlines Network,FSD,"Sioux Falls, SD: Joe Foss Field",56.00,17.00,2.44,1.63,2.59,0.00,10.34,2.00,0.00,1988.00,276.00,244.00,84.00,0.00,1384.00
